Address,City_State-Zip ,Neighborhood,Property-type,Bed-bath,Offer-price,Co-owners,Monthly-cost,Tax-savings,Down-payment,Description,Agent,Gallery-url,Success,source_urls,source_Address,source_City-State-Zip,source_Neighborhood,source_Property-type,source_Bed-bath,source_Offer-price,source_Co-owners,source_Monthly-cost,source_Tax-savings,source_Down-payment,source_Description,source_Agent,source_Gallery-url,,lat,lng,image
2063 41st Ave,"San Francisco, CA, 94116",Neighborhood: Outer Parkside,House,"2 bd, 1 ba","$599,000 ",2,"$1,124 ","$6,500 ","$29,950 ","Rare fixer-upper opportunity in Outer Parkside. This charming contemporary home is located just a few blocks away from great schools, shopping, transportation, and Ocean Beach. It features 2 bedrooms on the main level with a kitchen that overlooks the deep backyard. A partial Ocean view can be enjoyed from the rear bedroom and kitchen. Downstairs, you will find a spacious garage with abundant room for storage and flexibility. Loads of potential await someone who wants to restore a home to their own taste. This home is being sold as-is with no warranties expressed or implied.","Listing provided by Jeremy A Rushton, Coldwell Banker Res. R.E. Svcs",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318619,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/2063-41st-Ave-94116/07a4a39cb3a4ef0f2cfd,,,,,,,,,,,,,,,37.7482943,-122.499894,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/050/449850.jpg?tsp=20160908153716
27 Talbert St,"San Francisco, CA, 94134",Neighborhood: Visitacion Valley,House,"2 bd, 1 ba","$599,000 ",2,"$1,124 ","$6,500 ","$29,950 ","Light and bright 2 bedrooms, 1 Bath home located on a quiet cul-de-sac. Freshly painted inside and out with newly refinished hardwood floors in LV/DR, bedrms and hallways. Living room with firepace and L dining room. Eat-in kitchen with new linoleum. 2 bedrooms overlook rear yard. Full bath with tub and separate shower. Spacious garage w/area for washer and dryer. Large fenced in rear yard. Close to transportation.  Move in ready!","Listing provided by Jane E Venturi, Venturi & Paolini Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318550,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/27-Talbert-St-94134/e168dc253a24f178929a,,,,,,,,,,,,,,,37.711238,-122.405863,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/098/440098.jpg?tsp=20160908091020
171 Ledyard St,"San Francisco, CA, 94124",Neighborhood: Silver Terrace,House,"2 bd, 1 ba","$599,000 ",2,"$1,124 ","$6,500 ","$29,950 ","Gorgeous & Lovely! This Remodeled Silver Terrace Gem is Best in Class. It boasts not only Curb Appeal but a Easy Maintenance Garden. Upstairs features a Comfortable Living Room & Fireplace, Remodeled Kitchen with Beautiful Cabinetry & Granite Countertop, Formal Dining area, 2 Spacious Bedrooms, 1 Bath with Shower & Tub, and Gleaning Hardwood Floor through out the Main Floor. Downstairs features a Bonus Room, 1 Car Garage with lots of storage area. Private Backyard for gathering & BBQ.  Easy access to 101 and 280. Muni 1 block away and a walk score of 78. Do not miss this opportunity! A Must See!!","Listing provided by Patrick Lam, Century 21 Real Estate Alliance",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324079,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/171-Ledyard-St-94124/60e09901d9e1376cfafd,,,,,,,,,,,,,,,37.7319561,-122.4003737,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/077/456077.jpg?tsp=20170326100112
400 Alemany Blvd #19,"San Francisco, CA, 94110",Neighborhood: Bernal Heights,Condo,"2 bd, 1.5 ba","$599,000 ",2,"$1,124 + $169 (HOA)","$6,500 ","$29,950 ","Great Value in Bernal Heights! Built in 2003, this centrally located Townhouse-style condo features 2 bedrooms 1.5 bath, bamboo floors, new carpeting and has been freshly painted. Entertain and BBQ on spacious outdoor patio. Huge bonus is that this unit has 2 (two) PARKING SPOTS and WASHER/DRYER with unit! 1 block away from the famous Alemany Farmers Market & Alemany Community Garden. Easy access to freeway 101/280, the #23, #67 and #9 MUNI lines run nearby, each stopping at a BART station.","Listing provided by Rick Lei, JODI Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318767,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/400-Alemany-Blvd-19-94110/e6e5f3ff679ad43d2cb0,,,,,,,,,,,,,,,37.7331285,-122.41458,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/057/449957.jpg?tsp=20160910174548
1436 Ingalls St,"San Francisco, CA, 94124",Neighborhood: Bayview,House,"2 bd, 1 ba","$610,000 ",2,"$1,144 ","$6,619 ","$30,500 ","Contemporary home in desirable Bayview. Nice eat-in kitchen has cozy dining area. The spacious living room has a wood-burning fireplace with mantel. There are 2 good-sized bedrooms and 1 tiled bath. Downstairs is a big garage with room for 2 cars tandem. Possible expansion potential. Nice backyard. Very convenient and close to transportation, access to freeways and 3rd Street.","Listing provided by Heidi Mueller, Engel & Voelkers San Francisco",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321970,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1436-Ingalls-St-94124/2562c4cd082c7fbc9c0e,,,,,,,,,,,,,,,37.7300104,-122.383427,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/038/453638.jpg?tsp=20170116171400
218 Ordway St,"San Francisco, CA, 94134",Neighborhood: Visitacion Valley,House,"2 bd, 1 ba","$619,000 ",2,"$1,161 ","$6,717 ","$30,950 ","Lovely SFH awaits you. Great investment property. Tenant in procession. Beautiful views that is centrally located. Close to schools, public transportation, freeways, parks, golf course, and San Bruno Ave shopping strip. Make your best offer today.","Listing provided by Chris Wright, Intero Real Estate Services",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321682,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/218-Ordway-St-94134/153dfb7308ff4d1542ee,,,,,,,,,,,,,,,37.7199527,-122.4030442,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/072/453172.jpg?tsp=20170224085603
8200 Oceanview Ter #408,"San Francisco, CA, 94132",Neighborhood: Ingleside Heights,Condo,"2 bd, 2 ba","$625,000 ",2,"$1,172 + $244 (HOA)","$6,782 ","$31,250 ","Spacious top floor 2 bedroom/2 bath at Oceanview Village. The unit features hardwood floors, an updated open kitchen with new stainless steel appliances and granite counter-top, and an in-unit washer/dryer.The master suite features a walk-in closet and a balcony with a view. The unit comes with a deed garage parking space that is also close to elevator access. This is centrally located, as you are only 10 minute walk to the BART station, minutes away from the freeway entrance, and a stroll to a fitness center/banks/restaurants.","Listing provided by Alfred S Lee, Alfred Lee, Broker",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=323651,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/8200-Oceanview-Ter-408-94132/9040f948271560d5f13f,,,,,,,,,,,,,,,37.710275,-122.4674343,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/080/455580.jpg?tsp=20170310133735
130 Brazil Ave,"San Francisco, CA, 94112",Neighborhood: Excelsior,House,"2 bd, 1 ba","$625,000 ",2,"$1,172 ","$6,782 ","$31,250 ","1923 full 5 charmer has period detail and built-ins.  Ideal fix/flip candidate has formal entry, mud room, sunny flat yard, covered patio.  Updated elec. panel too.  Lots of natural light, hardwood, recent paint in and out.  Attached only at garage, LR and Kitchen.  Tandem garage will hold 2 small to medium cars.","Listing provided by Len Moore, Vilmont Investments Prop.",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321996,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/130-Brazil-Ave-94112/161e3ec8b92df30a5bd4,,,,,,,,,,,,,,,37.72392,-122.433735,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/018/453718.jpg?tsp=20170121104949
208 N Lake Merced Hls #1A,"San Francisco, CA, 94132-2921",Neighborhood: Lake Shore,Condo,"2 bd, 2 ba","$628,000 ",2,"$1,178 + $415 (HOA)","$6,814 ","$31,400 ","Spacious 2 bedroom, 2 bath end-unit condo in quiet, resort-like community. Newly remodeled with stainless steel appliances, custom cabinets, and gleaming wood floors. Deeded one car parking in locked underground garage, many guest parking spots, and storage unit. Each bedroom closet has custom shelving to maximize space and organization. In-unit washer and dryer, fireplace, 2 private patios with tree covered views. Easy access to 280 Freeway and BART. Complex amenities include 24 hr attendant, recreation room, pool, Jacuzzi, sauna and several tennis courts for your enjoyment.","Listing provided by Brandice Anderson, KW Peninsula Estates",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318968,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/208-N-Lake-Merced-Hls-1A-94132/c035ed2ef55960203dfa,,,,,,,,,,,,,,,37.713405,-122.4833831,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/031/448231.jpg?tsp=20160915165349
3981 Alemany Blvd #209,"San Francisco, CA, 94132",Neighborhood: Ingleside Heights,Condo,"2 bd, 2 ba","$629,000 ",2,"$1,180 + $245 (HOA)","$6,825 ","$31,450 ","Welcome home to Oceanview Village! Come view this move-in ready perfect commuter home which is conveniently located right next to BART, Muni, and 280 & 101 Freeways. Rarely available and sought after corner unit floorplan with large windows providing great natural light and open city views.   Unit is near the elevator with easy access to the 1 deeded garage parking space. You are also minutes from SF State University, City College, Stonestown Galleria, Lake Merced and Westlake Shopping.  Not to mention the in complex conveniences such as 24hr Fitness, Chase Bank, Extreme Pizza, and Subway.  With a few of your own personal touches - you can make this blank canvas a masterpiece!","Listing provided by Michael B Soon, Climb Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=320125,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/3981-Alemany-Blvd-209-94132/3ba1796b789e23f06b8e,,,,,,,,,,,,,,,37.7104012,-122.4688543,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/082/451582.jpg?tsp=20161014082546
3981 Alemany Blvd #110,"San Francisco, CA, 94132",Neighborhood: Ingleside Heights,Condo,"2 bd, 2 ba","$629,000 ",2,"$1,180 + $246 (HOA)","$6,825 ","$31,450 ","Welcome home to Oceanview Village! Come view this move-in ready San Francisco home which is conveniently located right next to BART, Muni, and 280 & 101 Freeways. Sought after unit floorplan that has great natural light. The Unit is near the elevator with easy access to the garage parking space. You are also minutes from SF State University, City College, Stonestown Galleria, Lake Merced and Westlake Shopping. Not to mention the in complex conveniences such as 24hr Fitness, Chase Bank, Extreme Pizza, and Subway. Come check out this home with value! Will not last!","Listing provided by WILLY B SUNDJAJA, ISIAN INC.",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=323549,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/3981-Alemany-Blvd-110-94132/ae0e96198434fb3ddd3a,,,,,,,,,,,,,,,37.7104012,-122.4688543,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/099/455499.jpg?tsp=20170309063238
301 Crescent Ct #3216,"San Francisco, CA, 94134",Neighborhood: Candlestick Point,Condo,"2 bd, 2 ba","$642,000 ",2,"$1,204 + $210 (HOA)","$6,966 ","$32,100 ","This stunning 2 bedroom, 2 bathroom condo is absolutely incredible. Located in the historic yet hip and up-and-coming neighborhood of Candlestick Point, this corner home is complete with tons of natural light and lush green courtyard views. One of the largest condos in the building, the main flow is that of an open layout with a split floor plan to provide separation between the bedrooms,. The windows are spectacular. The spacious living/dining room is simply perfect for entertaining, and there is a balcony off of the living room allowing you to appreciate the amazing Bay views while enjoying your wine and coffee.","Listing provided by Jessie Lee, Climb Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=322716,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/301-Crescent-Ct-3216-94134/95f2a8ccf1c2cb85b837,,,,,,,,,,,,,,,37.711177,-122.388087,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/024/454524.jpg?tsp=20170210081154
135 Farallones St,"San Francisco, CA, 94112",Neighborhood: Oceanview,House,"2 bd, 1 ba","$648,000 ",2,"$1,216 ","$7,031 ","$32,400 ",Great opportunity to buy in San Francisco.5 Bedroom 3 Bath home. 3 rooms and 1 bathroom unwarranted. Configured for use as 2 in-law apartments originally a single-family.,"Listing provided by Norman Green, Remax Prestigious Properties",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324095,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/135-Farallones-St-94112/9193aad7c601820ecf3b,,,,,,,,,,,,,,,37.713901,-122.4573318,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/088/455588.jpg?tsp=20170327114950
840 Potrero Ave,"San Francisco, CA, 94110",Neighborhood: Inner Mission,Condo,"2 bd, 1 ba","$649,000 ",2,"$1,217 + $125 (HOA)","$7,042 ","$32,450 ","This charming light-filled top floor condo features a combination of original details & character with box beam ceilings, hardwood floors and crown moldings and a remodeled kitchen & bath. There is a custom built-in desk/work area & 2 bedrooms.The kitchen has granite counters, stainless appliances, and a skylight.  The quiet rear bedroom has has windows on 3 sides maximizing the wonderful views of Twin Peaks.There is a lush tranquil private garden & large deck in the rear.  In the garage area there is parking for 1 car, additional storage and a washer/dryer for this unit in the laundry room.  It is located in the desirable Inner Mission close to shops, restaurants, The Valencia Corridor, Muni, and easy freeway access.","Listing provided by Lynne L Priest, Zephyr Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318166,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/840-Potrero-Ave-94110/ede7afdc554171939d94,,,,,,,,,,,,,,,37.7587203,-122.4070766,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/021/449421.jpg?tsp=20160825121005
20 Drake St,"San Francisco, CA, 94112",Neighborhood: Crocker Amazon,House,"2 bd, 1 ba","$649,000 ",2,"$1,217 ","$7,042 ","$32,450 ","Situated in sunny Crocker Amazon, this single family fixer boasts 2 spacious bedrooms, 1 bath, a formal dining room, an eat-in kitchen and a bonus room in the garage. The bay windows fill the living room with an abundance of natural light. With hardwood floors underneath the carpet, this is the perfect project for someone who is looking to build their custom dream home. Located only blocks away from The Crocker Amazon Playground, Balboa Park BART station and freeway.","Listing provided by Michelle Kim, Reside Network, Inc.",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=322676,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/20-Drake-St-94112/18b8cbe5ff77f13fdb27,,,,,,,,,,,,,,,37.7104563,-122.437092,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/022/453522.jpg?tsp=20170209143158
8100 Oceanview Ter #204,"San Francisco, CA, 94132",Neighborhood: Ingleside Heights,Condo,"2 bd, 2 ba","$649,000 ",2,"$1,217 + $243 (HOA)","$7,042 ","$32,450 ","Exceptional Bright large 2bed/2bath unit with city views at the desirable Oceanview Village! This contemporary corner unit offers spacious 2 separated bedrooms, including one master suite. Open living & dining areas. Two balconies. Updated kitchen with gleaming white-themed cabinets, granite counter tops & white appliances brings this home a sparkling quality. In unit washer/dryer. Including one deeded parking. Elevator access from street and garage level. This home is a commuter's dream. Just steps away from Daly City BART station & bus stops, near Westlake & Stonestown shopping centers, SFSU, & Lake Merced. Easy access to 280 & 101! A must see!","Listing provided by Jenny Ying He, Century 21 Realty Alliance Fine Homes and Estates",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=319921,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/8100-Oceanview-Ter-204-94132/efa410045dbe95740e85,,,,,,,,,,,,,,,37.7104841,-122.4666514,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/003/451403.jpg?tsp=20161007135640
124 Majestic Ave,"San Francisco, CA, 94112",Neighborhood: Oceanview,House,"2 bd, 1 ba","$649,000 ",2,"$1,217 ","$7,042 ","$32,450 ","Quaint 2 bedroom 1 bath home close to the freeway, affordably priced. Hardwood floors, claw foot tub, 1 car garage, basement storage and washer/dryer hook-ups, enclosed front porch, cute little sun room in back, nice back yard with deck. Open Houses - Saturday, Oct 29th and Sunday, Oct 30th 2 pm - 4 pm. Seller reserves the right to accept, reject or counter any and all offers.","Listing provided by Charlene G Delaney, Keller Williams San Francisco",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=320561,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/124-Majestic-Ave-94112/0ed3903b71cf6e84f015,,,,,,,,,,,,,,,37.7166764,-122.4523839,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/066/451966.jpg?tsp=20161029103551
157 A St,"South San Francisco, CA, 94080",Neighborhood: South San Francisco,House,"2 bd, 1 ba","$650,000 ",2,"$1,219 ","$7,053 ","$32,500 ","Truly a Dollhouse! Parquet Hardwood Floors and Corner Fireplace in Spacious Living Room. Charming Elevated Bedroom Plan with a Large, Sunny, Eat-In Updated Kitchen with Granite Counters. Updated Bath, Tidy Yard with Some New Fencing, Garage with Washer and Dryer Hookups. A perfect First Home that is So Close to Everything! BART, CalTrain, Freeways, SFO, and Popular Downtown SSF with its Shops and Restaurants! A Special Home!","Listing provided by Brian Boisson, BHHS California Realty",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321667,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/157-A-StSouth--94080/9a41836beb76ab5cac38,,,,,,,,,,,,,,,37.6525109,-122.430569,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/045/453245.jpg?tsp=20170105092246
501 Crescent Way #5310,"San Francisco, CA, 94134",Neighborhood: Candlestick Point,Condo,"2 bd, 2 ba","$649,900 ",2,"$1,219 + $193 (HOA)","$7,052 ","$32,495 ","Sweeping Panoramic views of San Francisco Bay greet you upon entry in this exceptional contemporary condo with 2-car parking in garage! This home is a city-dwellers dream. Updated with new interior paint, light fixtures, carpet. The spacious kitchen offers ample cabinet space, granite countertops & stainless steel appliances. The open dining/living space is ideal for entertaining & leads to a lovely private terrace. The bright bedrooms provide abundant closet space. Beautiful trails & picnic tables perfect for long walks. In-unit washer/dryer. Gated community with 24 hour security guard & 24 hour fitness center. Free shuttle service for commuters & easy access to 280 & 101","Listing provided by Polly Watts, Maxim Properties",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318568,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/501-Crescent-Way-5310-94134/7aa125d002b9ba7a4d5e,,,,,,,,,,,,,,,37.711929,-122.388606,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/050/449950.jpg?tsp=20160930174256
1211 Bowdoin St,"San Francisco, CA, 94134-1819",Neighborhood: Portola,House,"2 bd, 1 ba","$660,000 ",2,"$1,238 ","$7,162 ","$33,000 ","First time on the market since the 1960s. This charming home has 2 bed and 1 bath on the main level and bonus room and 1/2 bath on on the lower level.  There are hardwood floors, views of the bay from the kitchen and a lemon and fruit tree in the level yard.  The home is ready for a new owner to make it there own.","Listing provided by Gary G DeMars, Zephyr Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=323515,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1211-Bowdoin-St-94134/d6d9df8a68e8b8b7fd7d,,,,,,,,,,,,,,,37.7208539,-122.4083041,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/015/455115.jpg?tsp=20170308073602
501 Crescent Way #5212,"San Francisco, CA, 94134",Neighborhood: Candlestick Point,Condo,"2 bd, 2 ba","$668,000 ",2,"$1,253 + $195 (HOA)","$7,248 ","$33,400 ","This 2 bedroom, 2 bathroom condo with rare 2-car parking is in an amazing upcoming neighborhood: Candlestick Point. The city of San Francisco has committed to a new redevelopment plan that started in Bayview-Hunters Point and now extends to Candlestick Park, including plans to implement hiking and biking trails, public transportation improvements, better education, and increased energy efficiency. Built in 2007, this 2 bedroom condo features a balcony and views stretching over the surrounding buildings to the bay. Come home to tranquil views from this sunny and open home. There is comfortable carpet in the living areas and bedrooms. 2 assigned garage parking spaces. Free shuttle bus to Bart & Caltrain station","Listing provided by Jessie Lee, Climb Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=323516,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/501-Crescent-Way-5212-94134/a86975b9dd6595667abe,,,,,,,,,,,,,,,37.711929,-122.388606,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/061/455461.jpg?tsp=20170330102522
301 Crescent Ct #3116,"San Francisco, CA, 94134",Neighborhood: Candlestick Point,Condo,"2 bd, 2 ba","$670,000 ",2,"$1,257 + $218 (HOA)","$7,270 ","$33,500 ","Trendy 2 beds and 2 baths condo located in the exclusive gated community of Candlestick point.2 spacious master suites,open concept kitchen with granite counter top, stainless steel appliances,large living room/dining room that opens up to the private patio. In unit washer/dryer,2 car parking, 24 hours security,walking trails,24 hour Fitness center. Amazing location, free shuttle to Bart and Cal train. Easy access to 101,280 and Muni. Walking distance to restaurants and stores","Listing provided by Houda Tanverakul, Coldwell Banker Res. R.E. Svcs",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=320164,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/301-Crescent-Ct-3116-94134/cfa73b257676179b1f2b,,,,,,,,,,,,,,,37.711177,-122.388087,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/015/451615.jpg?tsp=20161014140509
201 Pope St,"San Francisco, CA, 94112",Neighborhood: Crocker Amazon,House,"2 bd, 2 ba","$679,000 ",2,"$1,274 ","$7,368 ","$33,950 ","Crocker Amazon semi-attached corner View home featuring Entry Hall, Living Room with a fireplace, Formal Dining Rm, Kitchen with granite counters & Eating Area, 2 Bedrooms, 1 Bath with shower over tub. Downstairs is a Rumpus Room & Bathroom per the 3R Report.","Listing provided by Dean P Cimino, Century 21 Baldini Realty",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=320663,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/201-Pope-St-94112/af12b382d5805db7d062,,,,,,,,,,,,,,,37.7126304,-122.440367,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/069/452069.jpg?tsp=20161031090900
162 Stoneridge Ln #1207,"San Francisco, CA, 94134",Neighborhood: Crocker Amazon,Condo,"2 bd, 2 ba","$679,000 ",2,"$1,274 + HOA","$7,368 ","$33,950 ","Well maintained gated community.  This Gorgeous 2 bedrooms 2 baths top-floor unit condo features high ceilings with lots of windows for plenty of natural lights, living room, dining room. Master Suite has huge walk-in closet.  Laundry inside unit. 2 deeded parking space. Convenient Location! Bus lines right in front of the community, easy access to SFO, freeways & Balboa Park BART Station.  Must See!!","Listing provided by Anna Lam, Golden Star Realty",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=323470,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/162-Stoneridge-Ln-1207-94134/95d1f4a4e2e4de088c6e,,,,,,,,,,,,,,,37.71023,-122.426265,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/064/455364.jpg?tsp=20170306143249
98 Reddy St,"San Francisco, CA, 94124",Neighborhood: Silver Terrace,House,"2 bd, 1 ba","$680,000 ",2,"$1,276 ","$7,379 ","$34,000 ","Nicely remodeled kitchen and bathroom. Hardwood floors. Well maintained home. Washer, dryer and refrigerator included. Two car tandem garage. Open  house Nov. 29th 2:00-3:30 p.m. and Dec. 4th 1:00-4:00 p.m.","Listing provided by Stephen Barrett, Coldwell Banker",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321170,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/98-Reddy-St-94124/8933832d92c5c104be41,,,,,,,,,,,,,,,37.729841,-122.395579,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/063/452763.jpg?tsp=20161123093312
5800 3rd St #1407,"San Francisco, CA, 94124",Neighborhood: Bayview,Condo,"2 bd, 2 ba","$688,000 ",2,"$1,291 + $205 (HOA)","$7,465 ","$34,400 ","Top floor, bright unit facing north with a picture perfect view of Bayview hill and port. Located in one of the hottest and fastest growing neighborhoods in San Francisco. This unique property features Granite counters, modern stainless steel appliances, expensive designer colors, custom fabric  window drapes  from Shade Store with black out drapes in bedrooms, custom built Murphy bed surrounded by bookshelves in guest bedroom, in-unit W/D and deeded parking. Ideal layout provides privacy 2BD/2BA and comfort with a balcony right of the living room. Ideal location with 3rd St T-Line muni rail stop right outside your front door; blocks from Cal Train & Hwys 101 and 280 for commuters.","Listing provided by Paul L Zinchik, Zinchik Real Estate Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318979,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/5800-3rd-St-1407-94124/0f66579ffbcfb6de8eea,,,,,,,,,,,,,,,37.7253042,-122.3947616,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/041/450441.jpg?tsp=20161006145601
924 Dwight St,"San Francisco, CA, 94134",Neighborhood: Portola,House,"2 bd, 1 ba","$688,888 ",2,"$1,292 ","$7,475 ","$34,444 ","Bright & cozy 2 bedroom, 1 bath home, fresh paint throughout, newly refinished hardwood floors, new laminate flooring in patio area, remodeled kitchen several years ago. New hardware on doors, lovely rose garden & city view from bedroom. Fenced yard with rose bushes and plants.Convenient access to freeway 101 & 280, public transportation. Located by restaurants, shops, schools,library, McLaren Park, minutes from SF Int'l Airport & Downtown SF","Listing provided by Linda Lesavoy, Realty World Golden Capital",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321201,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/924-Dwight-St-94134/ee6c103eb198c75ebcc4,,,,,,,,,,,,,,,37.721806,-122.411526,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/004/452804.jpg?tsp=20161125135715
1 Crescent Way #1107,"San Francisco, CA, 94134",Neighborhood: Candlestick Point,Condo,"2 bd, 2 ba","$689,000 ",2,"$1,292 + $213 (HOA)","$7,476 ","$34,450 ","2 bed, 2 bath Candlestick Point condo with panoramic City of Brisbane and Bay views. Private and secure guarded gateway. Hardwood floors, fresh interior paint, recessed lighting and dual paned windows throughout. Inviting formal entry. Open concept floorplan with a sparkling kitchen, contemporary great room, scenic master suite and balcony. Accommodating second bedroom and bath. Located just moments from Candlestick Point State Recreation Area, Highway 101 and the Bayshore Caltrain Station. Practical in-unit washer/dryer and two car garage with extra storage. On-site gym, garage guest parking, BBQ area and commuter shuttle service. An exceptionally convenient turnkey offering!","Listing provided by Michael F Hirner, Alain Pinel, REALTORS",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318164,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1-Crescent-Way-1107-94134/984a76980ab87639e1e1,,,,,,,,,,,,,,,37.71084,-122.390181,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/067/449167.jpg?tsp=20160825115219
